#{"t_start": 1763679237.74574, "env_id": "hover-aviary-v0"}
r,l,t
648.507809,242,909.984548
667.570551,242,910.269549
665.515469,242,910.559468
658.171412,242,910.84603
642.446312,242,911.132562
637.366433,242,911.418558
659.671067,242,911.704769
652.379867,242,913.131577
650.503901,242,913.449501
659.264775,242,913.737576
661.697176,242,914.024679
664.856199,242,914.310678
642.030515,242,914.602767
658.55325,242,914.892128
650.300789,242,915.178657
642.451483,242,915.471344
634.400408,242,916.955506
668.8693,242,917.242639
643.934729,242,917.534885
637.149413,242,917.828746
659.844118,242,918.114658
649.057094,242,918.40414
668.394787,242,918.69114
664.901928,242,918.994191
663.317794,242,920.399186
661.346573,242,920.700341
662.911611,242,920.986633
672.330851,242,921.282772
655.086551,242,921.570708
665.744801,242,921.856508
643.899622,242,922.142835
658.186385,242,922.430671
665.537301,242,922.72167
642.702797,242,924.158874
659.638372,242,924.446022
649.394793,242,924.730859
644.732256,242,925.017048
646.953548,242,925.304071
654.857137,242,925.595545
660.091888,242,925.880843
670.171422,242,926.169224
660.530978,242,927.589711
656.030163,242,927.889825
658.771426,242,928.181419
655.474404,242,928.469878
663.154767,242,928.755465
660.50532,242,929.041461
657.321012,242,929.331457
659.562474,242,929.618457
659.07017,242,929.904734
634.579371,242,931.344286
658.037323,242,931.633615
660.3992,242,931.923367
647.265301,242,932.211872
652.735062,242,932.502099
668.453253,242,932.78968
662.015351,242,933.077839
646.988225,242,933.36426
642.33784,242,934.755783
661.798917,242,935.06677
660.066601,242,935.352998
672.412114,242,935.640534
649.262134,242,935.927527
650.152677,242,936.210525
654.335836,242,936.496525
668.205955,242,936.779521
659.092701,242,937.067267
646.188561,242,938.470895
653.3252,242,938.759894
667.405913,242,939.045821
650.240812,242,939.335817
656.863551,242,939.621025
645.734902,242,939.911963
657.810993,242,940.198984
637.344997,242,940.49079
645.447187,242,941.911771
642.23313,242,942.201222
658.334284,242,942.487979
656.03274,242,942.775156
657.413813,242,943.060438
661.658077,242,943.345937
645.498383,242,943.630601
646.000847,242,943.918217
652.497594,242,944.202248
654.300512,242,945.627033
650.734142,242,945.914173
655.893075,242,946.199163
668.369205,242,946.485164
650.888391,242,946.769158
658.665537,242,947.055088
650.841525,242,947.343937
654.00582,242,947.63007
657.924998,242,949.04206
668.330724,242,949.337508
646.531376,242,949.623437
664.011748,242,949.909433
640.722868,242,950.19651
666.796977,242,950.488569
647.141586,242,950.775943
662.902916,242,951.061181
662.647539,242,952.482949
650.942661,242,952.808867
661.515743,242,953.095335
666.617389,242,953.398874
669.217297,242,953.68634
651.073002,242,953.973027
654.379063,242,954.260232
647.869181,242,954.546039
662.876214,242,954.831895
665.671259,242,956.225677
677.929013,242,956.518708
661.041105,242,956.805915
658.589318,242,957.08984
649.128395,242,957.381169
658.559533,242,957.670013
646.803657,242,957.958011
654.983331,242,958.246007
639.991327,242,959.649364
667.541451,242,959.956035
645.818614,242,960.242278
651.408299,242,960.53008
660.862287,242,960.817779
655.071972,242,961.102777
671.376946,242,961.390224
644.025336,242,961.673876
665.488497,242,961.96039
602.657881,242,963.380517
640.516365,242,963.673128
653.742313,242,963.960205
651.278705,242,964.245727
658.182704,242,964.531487
655.280465,242,964.817485
651.053215,242,965.106086
652.008148,242,965.393714
652.445366,242,966.806744
655.578281,242,967.112107
660.351922,242,967.39618
668.90247,242,967.697194
661.872147,242,967.984364
657.129241,242,968.271917
652.227497,242,968.558722
634.730238,242,968.844934
678.294348,242,969.128121
651.84453,242,970.524484
660.005212,242,970.812493
665.599144,242,971.097745
627.270995,242,971.383915
656.541902,242,971.669565
651.174196,242,971.95343
649.844581,242,972.236498
648.934913,242,972.522424
649.614864,242,973.961433
648.978786,242,974.263229
653.84309,242,974.549287
647.521167,242,974.835473
639.858529,242,975.123396
635.730295,242,975.408397
676.640021,242,975.694628
643.550647,242,975.983751
668.531939,242,976.270261
672.382866,242,977.688084
659.592701,242,977.975253
658.351243,242,978.261485
648.909397,242,978.54648
667.455878,242,978.834441
652.586815,242,979.121192
619.586143,242,979.40931
656.420104,242,979.695019
634.693831,242,981.111077
667.901378,242,981.413073
655.73781,242,981.699062
640.974968,242,981.988083
655.840457,242,982.274006
657.108171,242,982.560212
662.73843,242,982.851111
651.998928,242,983.137192
656.307136,242,983.423715
643.70007,242,984.847369
642.099611,242,985.132953
651.231334,242,985.420364
659.958286,242,985.707361
653.700672,242,985.993175
654.135832,242,986.27917
659.542207,242,986.565125
644.19087,242,986.851655
670.340594,242,988.285301
649.322789,242,988.586482
661.101218,242,988.87641
645.527837,242,989.164722
654.856413,242,989.448792
678.418718,242,989.733722
646.839341,242,990.020718
638.432562,242,990.308134
660.623316,242,990.596765
660.565988,242,992.025541
667.929619,242,992.312537
666.250287,242,992.598688
662.90069,242,992.888684
667.886073,242,993.174767
655.043535,242,993.46024
652.116561,242,993.747865
644.609009,242,994.035764
667.912712,242,995.425008
659.906466,242,995.71612
663.054321,242,996.00104
650.790049,242,996.290117
648.36006,242,996.577957
670.340624,242,996.862883
659.658987,242,997.150438
679.778336,242,997.438455
645.014138,242,998.828626
676.830941,242,999.13964
658.242613,242,999.426112
627.193493,242,999.709321
650.783053,242,999.997247
641.003971,242,1000.287482
650.175881,242,1000.580778
648.918823,242,1000.86589
658.47905,242,1001.149807
650.858025,242,1002.605451
644.180781,242,1002.898521
668.666268,242,1003.183027
658.355361,242,1003.468028
658.456112,242,1003.752951
632.868553,242,1004.038686
665.458635,242,1004.324066
651.58997,242,1004.608064
665.913785,242,1005.983122
667.964037,242,1006.288702
645.838113,242,1006.589819
653.747693,242,1006.879067
662.286663,242,1007.167929
653.701767,242,1007.453013
654.544949,242,1007.738676
651.595138,242,1008.023751
653.360319,242,1008.309907
662.623449,242,1009.721052
648.363885,242,1010.01318
669.899881,242,1010.304106
662.672728,242,1010.592183
637.630433,242,1010.876189
655.862345,242,1011.169425
653.06961,242,1011.458462
639.442603,242,1011.744384
659.764019,242,1013.17749
668.857335,242,1013.489739
648.019575,242,1013.775742
651.542871,242,1014.062808
662.80369,242,1014.347875
649.270218,242,1014.633155
658.33777,242,1014.919083
665.948074,242,1015.205173
658.420617,242,1015.493266
